date,smp,load,pv
2018-05-25 17:00,90,11.274,40.208
2018-05-25 18:00,89.48,13,18.055
2018-05-25 19:00,89.48,14.7,1.977
2018-05-25 20:00,89.13,15.913,0
2018-05-25 21:00,86.9,16.676,0
2018-05-25 22:00,85.74,16.344,0
2018-05-25 23:00,85.85,16.254,0
2018-05-26 0:00,87.34,14.386,0
2018-05-26 1:00,84.49,13.491,0
2018-05-26 2:00,84.41,12.938,0
2018-05-26 3:00,84.41,12.738,0
2018-05-26 4:00,84.41,12.152,0
2018-05-26 5:00,85.67,11.873,0.386
2018-05-26 6:00,86.43,13.329,13.957
2018-05-26 7:00,87.84,13.092,43.896
2018-05-26 8:00,87.65,13.43,77.113
2018-05-26 9:00,87.46,13.036,106.666
2018-05-26 10:00,89.37,11.343,128.071
2018-05-26 11:00,88.92,10.83,139.015
2018-05-26 12:00,85.93,11.629,144.149
2018-05-26 13:00,88.79,13.204,33.675
2018-05-26 14:00,89.14,12.438,0
2018-05-26 15:00,88.82,11.707,0
2018-05-26 16:00,88.83,11.865,0
2018-05-26 17:00,88.03,12.444,0
2018-05-26 18:00,88.73,13.431,0
2018-05-26 19:00,89.16,14.866,0
2018-05-26 20:00,93.63,16.897,0
2018-05-26 21:00,93.64,16.738,0
2018-05-26 22:00,93.05,16.149,0
2018-05-26 23:00,87.61,16.291,0
2018-05-27 0:00,84.09,14.759,0
2018-05-27 1:00,83.01,13.883,0
2018-05-27 2:00,81.21,13.854,0
2018-05-27 3:00,81.21,12.651,0
2018-05-27 4:00,81.21,12.414,0
2018-05-27 5:00,109.66,11.38,0.53
2018-05-27 6:00,140.73,12.32,11.86
2018-05-27 7:00,109.66,11.523,25.527
2018-05-27 8:00,78.47,13.35,43.438
2018-05-27 9:00,81.18,13.945,74.726
2018-05-27 10:00,80.99,13.501,61.782
2018-05-27 11:00,80.83,12.481,83.043
2018-05-27 12:00,80.68,12.82,85.043
2018-05-27 13:00,83.68,13.581,85.477
2018-05-27 14:00,83.68,12.722,77.257
2018-05-27 15:00,83.68,13.345,67.471
2018-05-27 16:00,84.12,12.609,57.395
2018-05-27 17:00,89.9,12.541,32.759
2018-05-27 18:00,89.39,13.556,12.631
2018-05-27 19:00,89.17,15.713,2.627
2018-05-27 20:00,90.17,17.323,0
2018-05-27 21:00,87.03,16.937,0
2018-05-27 22:00,86.45,16.313,0
2018-05-27 23:00,86.5,16.037,0
2018-05-28 0:00,83.51,14.656,0
2018-05-28 1:00,78.5,13.029,0
2018-05-28 2:00,73.04,11.995,0
2018-05-28 3:00,73.03,11.551,0
2018-05-28 4:00,78.25,11.115,0
2018-05-28 5:00,83.5,11.342,0.41
2018-05-28 6:00,85.03,13.089,13.885
2018-05-28 7:00,85.73,14.99,43.173
2018-05-28 8:00,89.55,12.302,78.439
2018-05-28 9:00,89.7,11.037,104.834
2018-05-28 10:00,90.71,9.715,124.913
2018-05-28 11:00,90.27,9.919,136.243
2018-05-28 12:00,86.29,11.057,139.931
2018-05-28 13:00,90.82,10.83,141.884
2018-05-28 14:00,92.36,10.082,131.084
2018-05-28 15:00,92.06,9.306,111.439
2018-05-28 16:00,92.58,10.103,81.572
2018-05-28 17:00,92.58,9.907,49.85
2018-05-28 18:00,92.58,11.589,20.031
2018-05-28 19:00,92.58,15.172,2.29
2018-05-28 20:00,89.7,16.875,0
2018-05-28 21:00,90.28,16.5,0
2018-05-28 22:00,89.08,15.896,0
2018-05-28 23:00,86.7,15.239,0
